i,fname,machine_id,sample,part,label,label_idx
4968,normal_id_04_00000103_hist_librosa_part012.bin,4,103,12,normal,0
4969,normal_id_04_00000117_hist_librosa_part029.bin,4,117,29,normal,0
4970,anomaly_id_02_00000158_hist_librosa_part088.bin,2,158,88,anomaly,1
4971,anomaly_id_01_00000035_hist_librosa_part191.bin,1,35,191,anomaly,1
4972,normal_id_02_00000237_hist_librosa_part004.bin,2,237,4,normal,0
4973,normal_id_04_00000022_hist_librosa_part089.bin,4,22,89,normal,0
4974,normal_id_04_00000278_hist_librosa_part095.bin,4,278,95,normal,0
4975,normal_id_04_00000249_hist_librosa_part129.bin,4,249,129,normal,0
4976,normal_id_03_00000148_hist_librosa_part005.bin,3,148,5,normal,0
4977,anomaly_id_02_00000067_hist_librosa_part049.bin,2,67,49,anomaly,1
4978,anomaly_id_01_00000248_hist_librosa_part026.bin,1,248,26,anomaly,1
4979,anomaly_id_02_00000243_hist_librosa_part075.bin,2,243,75,anomaly,1
4980,normal_id_04_00000196_hist_librosa_part103.bin,4,196,103,normal,0
4981,normal_id_01_00000009_hist_librosa_part031.bin,1,9,31,normal,0
4982,anomaly_id_03_00000243_hist_librosa_part108.bin,3,243,108,anomaly,1
4983,anomaly_id_01_00000175_hist_librosa_part012.bin,1,175,12,anomaly,1
4984,anomaly_id_02_00000133_hist_librosa_part154.bin,2,133,154,anomaly,1
4985,anomaly_id_02_00000212_hist_librosa_part078.bin,2,212,78,anomaly,1
4986,normal_id_04_00000035_hist_librosa_part124.bin,4,35,124,normal,0
4987,anomaly_id_02_00000139_hist_librosa_part194.bin,2,139,194,anomaly,1
4988,normal_id_02_00000252_hist_librosa_part051.bin,2,252,51,normal,0
4989,normal_id_03_00000315_hist_librosa_part060.bin,3,315,60,normal,0
4990,anomaly_id_02_00000076_hist_librosa_part121.bin,2,76,121,anomaly,1
4991,anomaly_id_02_00000115_hist_librosa_part161.bin,2,115,161,anomaly,1
4992,normal_id_03_00000224_hist_librosa_part134.bin,3,224,134,normal,0
4993,normal_id_04_00000051_hist_librosa_part184.bin,4,51,184,normal,0
4994,normal_id_04_00000026_hist_librosa_part078.bin,4,26,78,normal,0
4995,normal_id_01_00000077_hist_librosa_part079.bin,1,77,79,normal,0
4996,anomaly_id_01_00000045_hist_librosa_part084.bin,1,45,84,anomaly,1
4997,anomaly_id_03_00000165_hist_librosa_part076.bin,3,165,76,anomaly,1
4998,normal_id_04_00000192_hist_librosa_part128.bin,4,192,128,normal,0
4999,anomaly_id_02_00000122_hist_librosa_part187.bin,2,122,187,anomaly,1
5000,anomaly_id_03_00000168_hist_librosa_part133.bin,3,168,133,anomaly,1
5001,normal_id_04_00000066_hist_librosa_part106.bin,4,66,106,normal,0
5002,normal_id_04_00000137_hist_librosa_part131.bin,4,137,131,normal,0
5003,normal_id_03_00000340_hist_librosa_part077.bin,3,340,77,normal,0
5004,anomaly_id_02_00000163_hist_librosa_part010.bin,2,163,10,anomaly,1
5005,normal_id_02_00000193_hist_librosa_part065.bin,2,193,65,normal,0
5006,normal_id_01_00000161_hist_librosa_part146.bin,1,161,146,normal,0
5007,normal_id_01_00000320_hist_librosa_part074.bin,1,320,74,normal,0
5008,anomaly_id_01_00000002_hist_librosa_part120.bin,1,2,120,anomaly,1
5009,normal_id_04_00000237_hist_librosa_part190.bin,4,237,190,normal,0
5010,normal_id_01_00000217_hist_librosa_part162.bin,1,217,162,normal,0
5011,anomaly_id_02_00000264_hist_librosa_part089.bin,2,264,89,anomaly,1
5012,normal_id_02_00000261_hist_librosa_part158.bin,2,261,158,normal,0
5013,anomaly_id_03_00000162_hist_librosa_part171.bin,3,162,171,anomaly,1
5014,normal_id_04_00000308_hist_librosa_part113.bin,4,308,113,normal,0
5015,normal_id_03_00000078_hist_librosa_part002.bin,3,78,2,normal,0
5016,normal_id_01_00000217_hist_librosa_part002.bin,1,217,2,normal,0
5017,normal_id_01_00000333_hist_librosa_part140.bin,1,333,140,normal,0
5018,normal_id_03_00000270_hist_librosa_part179.bin,3,270,179,normal,0
5019,anomaly_id_02_00000072_hist_librosa_part094.bin,2,72,94,anomaly,1
5020,normal_id_04_00000284_hist_librosa_part131.bin,4,284,131,normal,0
5021,normal_id_02_00000015_hist_librosa_part030.bin,2,15,30,normal,0
5022,normal_id_03_00000200_hist_librosa_part183.bin,3,200,183,normal,0
5023,normal_id_04_00000151_hist_librosa_part031.bin,4,151,31,normal,0
5024,normal_id_03_00000144_hist_librosa_part169.bin,3,144,169,normal,0
5025,normal_id_04_00000214_hist_librosa_part109.bin,4,214,109,normal,0
5026,normal_id_01_00000287_hist_librosa_part149.bin,1,287,149,normal,0
5027,anomaly_id_03_00000087_hist_librosa_part143.bin,3,87,143,anomaly,1
5028,normal_id_01_00000322_hist_librosa_part039.bin,1,322,39,normal,0
5029,anomaly_id_03_00000054_hist_librosa_part065.bin,3,54,65,anomaly,1
5030,normal_id_02_00000213_hist_librosa_part079.bin,2,213,79,normal,0
5031,anomaly_id_02_00000230_hist_librosa_part192.bin,2,230,192,anomaly,1
5032,anomaly_id_02_00000047_hist_librosa_part146.bin,2,47,146,anomaly,1
5033,normal_id_03_00000116_hist_librosa_part115.bin,3,116,115,normal,0
5034,anomaly_id_01_00000068_hist_librosa_part186.bin,1,68,186,anomaly,1
5035,normal_id_01_00000207_hist_librosa_part093.bin,1,207,93,normal,0
5036,normal_id_01_00000069_hist_librosa_part106.bin,1,69,106,normal,0
5037,normal_id_01_00000286_hist_librosa_part170.bin,1,286,170,normal,0
5038,anomaly_id_03_00000076_hist_librosa_part133.bin,3,76,133,anomaly,1
5039,normal_id_01_00000308_hist_librosa_part159.bin,1,308,159,normal,0
5040,normal_id_01_00000270_hist_librosa_part103.bin,1,270,103,normal,0
5041,normal_id_02_00000061_hist_librosa_part098.bin,2,61,98,normal,0
5042,anomaly_id_01_00000095_hist_librosa_part158.bin,1,95,158,anomaly,1
5043,anomaly_id_02_00000229_hist_librosa_part133.bin,2,229,133,anomaly,1
5044,normal_id_01_00000136_hist_librosa_part179.bin,1,136,179,normal,0
5045,normal_id_03_00000217_hist_librosa_part156.bin,3,217,156,normal,0
5046,anomaly_id_02_00000009_hist_librosa_part113.bin,2,9,113,anomaly,1
5047,anomaly_id_02_00000255_hist_librosa_part092.bin,2,255,92,anomaly,1
5048,anomaly_id_03_00000234_hist_librosa_part177.bin,3,234,177,anomaly,1
5049,anomaly_id_01_00000103_hist_librosa_part117.bin,1,103,117,anomaly,1
5050,anomaly_id_02_00000047_hist_librosa_part071.bin,2,47,71,anomaly,1
5051,normal_id_01_00000333_hist_librosa_part100.bin,1,333,100,normal,0
5052,anomaly_id_03_00000206_hist_librosa_part015.bin,3,206,15,anomaly,1
5053,normal_id_02_00000252_hist_librosa_part031.bin,2,252,31,normal,0
5054,anomaly_id_01_00000030_hist_librosa_part191.bin,1,30,191,anomaly,1
5055,normal_id_02_00000327_hist_librosa_part147.bin,2,327,147,normal,0
5056,normal_id_03_00000137_hist_librosa_part027.bin,3,137,27,normal,0
5057,normal_id_04_00000156_hist_librosa_part168.bin,4,156,168,normal,0
5058,normal_id_01_00000325_hist_librosa_part151.bin,1,325,151,normal,0
5059,anomaly_id_02_00000131_hist_librosa_part028.bin,2,131,28,anomaly,1
5060,normal_id_03_00000264_hist_librosa_part121.bin,3,264,121,normal,0
5061,normal_id_02_00000226_hist_librosa_part035.bin,2,226,35,normal,0
5062,normal_id_01_00000090_hist_librosa_part034.bin,1,90,34,normal,0
5063,anomaly_id_02_00000022_hist_librosa_part134.bin,2,22,134,anomaly,1
5064,anomaly_id_03_00000051_hist_librosa_part140.bin,3,51,140,anomaly,1
5065,normal_id_01_00000285_hist_librosa_part191.bin,1,285,191,normal,0
5066,anomaly_id_01_00000191_hist_librosa_part167.bin,1,191,167,anomaly,1
5067,anomaly_id_02_00000229_hist_librosa_part035.bin,2,229,35,anomaly,1
5068,normal_id_02_00000215_hist_librosa_part177.bin,2,215,177,normal,0
5069,normal_id_03_00000003_hist_librosa_part116.bin,3,3,116,normal,0
5070,normal_id_04_00000294_hist_librosa_part032.bin,4,294,32,normal,0
5071,normal_id_01_00000205_hist_librosa_part006.bin,1,205,6,normal,0
5072,anomaly_id_01_00000155_hist_librosa_part126.bin,1,155,126,anomaly,1
5073,anomaly_id_02_00000088_hist_librosa_part134.bin,2,88,134,anomaly,1
5074,normal_id_01_00000125_hist_librosa_part095.bin,1,125,95,normal,0
5075,anomaly_id_03_00000045_hist_librosa_part026.bin,3,45,26,anomaly,1
5076,anomaly_id_03_00000184_hist_librosa_part013.bin,3,184,13,anomaly,1
5077,normal_id_01_00000223_hist_librosa_part120.bin,1,223,120,normal,0
5078,normal_id_01_00000342_hist_librosa_part023.bin,1,342,23,normal,0
5079,normal_id_04_00000058_hist_librosa_part175.bin,4,58,175,normal,0
5080,normal_id_04_00000002_hist_librosa_part146.bin,4,2,146,normal,0
5081,normal_id_03_00000098_hist_librosa_part097.bin,3,98,97,normal,0
5082,anomaly_id_03_00000149_hist_librosa_part147.bin,3,149,147,anomaly,1
5083,anomaly_id_02_00000145_hist_librosa_part078.bin,2,145,78,anomaly,1
5084,normal_id_03_00000336_hist_librosa_part069.bin,3,336,69,normal,0
5085,normal_id_03_00000171_hist_librosa_part143.bin,3,171,143,normal,0
5086,normal_id_02_00000331_hist_librosa_part165.bin,2,331,165,normal,0
5087,anomaly_id_02_00000078_hist_librosa_part144.bin,2,78,144,anomaly,1
5088,normal_id_02_00000122_hist_librosa_part039.bin,2,122,39,normal,0
5089,normal_id_01_00000234_hist_librosa_part026.bin,1,234,26,normal,0
5090,normal_id_03_00000031_hist_librosa_part003.bin,3,31,3,normal,0
5091,anomaly_id_02_00000024_hist_librosa_part146.bin,2,24,146,anomaly,1
5092,anomaly_id_01_00000209_hist_librosa_part030.bin,1,209,30,anomaly,1
5093,normal_id_03_00000340_hist_librosa_part059.bin,3,340,59,normal,0
5094,anomaly_id_01_00000168_hist_librosa_part085.bin,1,168,85,anomaly,1
5095,normal_id_03_00000142_hist_librosa_part020.bin,3,142,20,normal,0
5096,normal_id_02_00000131_hist_librosa_part118.bin,2,131,118,normal,0
5097,anomaly_id_01_00000146_hist_librosa_part105.bin,1,146,105,anomaly,1
5098,anomaly_id_02_00000160_hist_librosa_part148.bin,2,160,148,anomaly,1
5099,anomaly_id_02_00000077_hist_librosa_part184.bin,2,77,184,anomaly,1
5100,normal_id_02_00000024_hist_librosa_part074.bin,2,24,74,normal,0
5101,anomaly_id_02_00000171_hist_librosa_part106.bin,2,171,106,anomaly,1
5102,normal_id_03_00000161_hist_librosa_part140.bin,3,161,140,normal,0
5103,anomaly_id_01_00000053_hist_librosa_part166.bin,1,53,166,anomaly,1
5104,anomaly_id_02_00000125_hist_librosa_part020.bin,2,125,20,anomaly,1
5105,normal_id_03_00000267_hist_librosa_part031.bin,3,267,31,normal,0
5106,normal_id_02_00000257_hist_librosa_part045.bin,2,257,45,normal,0
5107,anomaly_id_01_00000192_hist_librosa_part097.bin,1,192,97,anomaly,1
5108,anomaly_id_03_00000042_hist_librosa_part190.bin,3,42,190,anomaly,1
5109,normal_id_03_00000319_hist_librosa_part055.bin,3,319,55,normal,0
5110,normal_id_03_00000023_hist_librosa_part015.bin,3,23,15,normal,0
5111,normal_id_04_00000309_hist_librosa_part047.bin,4,309,47,normal,0
5112,anomaly_id_01_00000194_hist_librosa_part177.bin,1,194,177,anomaly,1
5113,normal_id_03_00000259_hist_librosa_part002.bin,3,259,2,normal,0
5114,normal_id_01_00000075_hist_librosa_part171.bin,1,75,171,normal,0
5115,anomaly_id_01_00000126_hist_librosa_part021.bin,1,126,21,anomaly,1
5116,anomaly_id_03_00000261_hist_librosa_part109.bin,3,261,109,anomaly,1
5117,anomaly_id_02_00000013_hist_librosa_part113.bin,2,13,113,anomaly,1
5118,anomaly_id_03_00000190_hist_librosa_part036.bin,3,190,36,anomaly,1
5119,anomaly_id_01_00000050_hist_librosa_part054.bin,1,50,54,anomaly,1
5120,normal_id_04_00000221_hist_librosa_part165.bin,4,221,165,normal,0
5121,normal_id_03_00000297_hist_librosa_part103.bin,3,297,103,normal,0
5122,normal_id_01_00000294_hist_librosa_part065.bin,1,294,65,normal,0
5123,normal_id_01_00000324_hist_librosa_part158.bin,1,324,158,normal,0
5124,normal_id_03_00000179_hist_librosa_part121.bin,3,179,121,normal,0
5125,normal_id_04_00000239_hist_librosa_part163.bin,4,239,163,normal,0
5126,anomaly_id_02_00000257_hist_librosa_part144.bin,2,257,144,anomaly,1
5127,normal_id_04_00000275_hist_librosa_part158.bin,4,275,158,normal,0
5128,normal_id_02_00000066_hist_librosa_part170.bin,2,66,170,normal,0
5129,anomaly_id_01_00000194_hist_librosa_part178.bin,1,194,178,anomaly,1
5130,normal_id_03_00000179_hist_librosa_part070.bin,3,179,70,normal,0
5131,normal_id_01_00000113_hist_librosa_part114.bin,1,113,114,normal,0
5132,normal_id_03_00000312_hist_librosa_part065.bin,3,312,65,normal,0
5133,normal_id_02_00000060_hist_librosa_part116.bin,2,60,116,normal,0
5134,normal_id_02_00000092_hist_librosa_part045.bin,2,92,45,normal,0
5135,normal_id_04_00000253_hist_librosa_part053.bin,4,253,53,normal,0
5136,normal_id_04_00000310_hist_librosa_part155.bin,4,310,155,normal,0
5137,normal_id_03_00000008_hist_librosa_part065.bin,3,8,65,normal,0
5138,normal_id_01_00000070_hist_librosa_part155.bin,1,70,155,normal,0
5139,normal_id_04_00000249_hist_librosa_part155.bin,4,249,155,normal,0
5140,anomaly_id_02_00000218_hist_librosa_part070.bin,2,218,70,anomaly,1
5141,normal_id_04_00000139_hist_librosa_part082.bin,4,139,82,normal,0
5142,normal_id_01_00000122_hist_librosa_part062.bin,1,122,62,normal,0
5143,normal_id_04_00000308_hist_librosa_part029.bin,4,308,29,normal,0
5144,anomaly_id_03_00000181_hist_librosa_part033.bin,3,181,33,anomaly,1
5145,normal_id_03_00000260_hist_librosa_part090.bin,3,260,90,normal,0
5146,anomaly_id_03_00000223_hist_librosa_part091.bin,3,223,91,anomaly,1
5147,anomaly_id_02_00000146_hist_librosa_part068.bin,2,146,68,anomaly,1
5148,normal_id_02_00000162_hist_librosa_part091.bin,2,162,91,normal,0
5149,normal_id_02_00000064_hist_librosa_part185.bin,2,64,185,normal,0
5150,normal_id_04_00000262_hist_librosa_part074.bin,4,262,74,normal,0
5151,normal_id_02_00000226_hist_librosa_part188.bin,2,226,188,normal,0
5152,anomaly_id_02_00000210_hist_librosa_part108.bin,2,210,108,anomaly,1
5153,anomaly_id_02_00000193_hist_librosa_part108.bin,2,193,108,anomaly,1
5154,anomaly_id_02_00000124_hist_librosa_part163.bin,2,124,163,anomaly,1
5155,anomaly_id_03_00000044_hist_librosa_part093.bin,3,44,93,anomaly,1
5156,anomaly_id_01_00000143_hist_librosa_part101.bin,1,143,101,anomaly,1
5157,normal_id_01_00000325_hist_librosa_part008.bin,1,325,8,normal,0
5158,anomaly_id_02_00000224_hist_librosa_part164.bin,2,224,164,anomaly,1
5159,anomaly_id_03_00000201_hist_librosa_part162.bin,3,201,162,anomaly,1
5160,anomaly_id_01_00000256_hist_librosa_part076.bin,1,256,76,anomaly,1
5161,normal_id_03_00000170_hist_librosa_part194.bin,3,170,194,normal,0
5162,normal_id_01_00000075_hist_librosa_part064.bin,1,75,64,normal,0
5163,normal_id_04_00000140_hist_librosa_part040.bin,4,140,40,normal,0
5164,normal_id_03_00000299_hist_librosa_part115.bin,3,299,115,normal,0
5165,normal_id_02_00000260_hist_librosa_part164.bin,2,260,164,normal,0
5166,anomaly_id_03_00000125_hist_librosa_part161.bin,3,125,161,anomaly,1
5167,anomaly_id_03_00000146_hist_librosa_part140.bin,3,146,140,anomaly,1
5168,normal_id_03_00000304_hist_librosa_part016.bin,3,304,16,normal,0
5169,normal_id_04_00000078_hist_librosa_part145.bin,4,78,145,normal,0
5170,anomaly_id_03_00000003_hist_librosa_part119.bin,3,3,119,anomaly,1
5171,normal_id_04_00000005_hist_librosa_part053.bin,4,5,53,normal,0
5172,anomaly_id_02_00000250_hist_librosa_part165.bin,2,250,165,anomaly,1
5173,anomaly_id_03_00000111_hist_librosa_part028.bin,3,111,28,anomaly,1
5174,normal_id_04_00000047_hist_librosa_part100.bin,4,47,100,normal,0
5175,normal_id_01_00000268_hist_librosa_part180.bin,1,268,180,normal,0
5176,normal_id_01_00000028_hist_librosa_part195.bin,1,28,195,normal,0
5177,normal_id_01_00000303_hist_librosa_part062.bin,1,303,62,normal,0
5178,anomaly_id_03_00000249_hist_librosa_part001.bin,3,249,1,anomaly,1
5179,anomaly_id_02_00000226_hist_librosa_part102.bin,2,226,102,anomaly,1
5180,normal_id_01_00000215_hist_librosa_part085.bin,1,215,85,normal,0
5181,anomaly_id_02_00000247_hist_librosa_part058.bin,2,247,58,anomaly,1
5182,normal_id_02_00000106_hist_librosa_part007.bin,2,106,7,normal,0
5183,normal_id_04_00000092_hist_librosa_part039.bin,4,92,39,normal,0
5184,normal_id_03_00000024_hist_librosa_part133.bin,3,24,133,normal,0
5185,normal_id_02_00000190_hist_librosa_part142.bin,2,190,142,normal,0
5186,normal_id_03_00000269_hist_librosa_part189.bin,3,269,189,normal,0
5187,anomaly_id_01_00000039_hist_librosa_part125.bin,1,39,125,anomaly,1
5188,normal_id_04_00000163_hist_librosa_part151.bin,4,163,151,normal,0
5189,anomaly_id_02_00000201_hist_librosa_part028.bin,2,201,28,anomaly,1
5190,normal_id_03_00000149_hist_librosa_part109.bin,3,149,109,normal,0
5191,normal_id_02_00000285_hist_librosa_part042.bin,2,285,42,normal,0
5192,normal_id_04_00000173_hist_librosa_part184.bin,4,173,184,normal,0
5193,normal_id_04_00000317_hist_librosa_part085.bin,4,317,85,normal,0
5194,anomaly_id_02_00000042_hist_librosa_part154.bin,2,42,154,anomaly,1
5195,normal_id_03_00000316_hist_librosa_part133.bin,3,316,133,normal,0
5196,normal_id_04_00000200_hist_librosa_part087.bin,4,200,87,normal,0
5197,normal_id_02_00000012_hist_librosa_part103.bin,2,12,103,normal,0
5198,anomaly_id_01_00000029_hist_librosa_part021.bin,1,29,21,anomaly,1
5199,normal_id_01_00000307_hist_librosa_part122.bin,1,307,122,normal,0
5200,anomaly_id_01_00000000_hist_librosa_part008.bin,1,0,8,anomaly,1
5201,normal_id_03_00000191_hist_librosa_part138.bin,3,191,138,normal,0
5202,normal_id_03_00000147_hist_librosa_part154.bin,3,147,154,normal,0
5203,normal_id_03_00000226_hist_librosa_part189.bin,3,226,189,normal,0
5204,normal_id_01_00000165_hist_librosa_part194.bin,1,165,194,normal,0
5205,normal_id_04_00000087_hist_librosa_part151.bin,4,87,151,normal,0
5206,normal_id_04_00000047_hist_librosa_part151.bin,4,47,151,normal,0
5207,normal_id_01_00000090_hist_librosa_part153.bin,1,90,153,normal,0
5208,normal_id_03_00000322_hist_librosa_part093.bin,3,322,93,normal,0
5209,normal_id_04_00000258_hist_librosa_part035.bin,4,258,35,normal,0
5210,anomaly_id_01_00000173_hist_librosa_part179.bin,1,173,179,anomaly,1
5211,normal_id_04_00000040_hist_librosa_part080.bin,4,40,80,normal,0
5212,normal_id_03_00000039_hist_librosa_part027.bin,3,39,27,normal,0
5213,normal_id_01_00000126_hist_librosa_part061.bin,1,126,61,normal,0
5214,anomaly_id_01_00000118_hist_librosa_part119.bin,1,118,119,anomaly,1
5215,normal_id_04_00000034_hist_librosa_part112.bin,4,34,112,normal,0
5216,normal_id_02_00000168_hist_librosa_part187.bin,2,168,187,normal,0
5217,normal_id_02_00000067_hist_librosa_part005.bin,2,67,5,normal,0
5218,normal_id_04_00000093_hist_librosa_part064.bin,4,93,64,normal,0
5219,normal_id_03_00000102_hist_librosa_part171.bin,3,102,171,normal,0
5220,normal_id_03_00000319_hist_librosa_part113.bin,3,319,113,normal,0
5221,anomaly_id_01_00000103_hist_librosa_part058.bin,1,103,58,anomaly,1
5222,anomaly_id_03_00000215_hist_librosa_part122.bin,3,215,122,anomaly,1
5223,normal_id_03_00000057_hist_librosa_part150.bin,3,57,150,normal,0
5224,anomaly_id_02_00000255_hist_librosa_part172.bin,2,255,172,anomaly,1
5225,normal_id_03_00000125_hist_librosa_part089.bin,3,125,89,normal,0
5226,normal_id_03_00000119_hist_librosa_part064.bin,3,119,64,normal,0
5227,normal_id_02_00000088_hist_librosa_part004.bin,2,88,4,normal,0
5228,normal_id_02_00000224_hist_librosa_part049.bin,2,224,49,normal,0
5229,anomaly_id_01_00000186_hist_librosa_part103.bin,1,186,103,anomaly,1
5230,normal_id_01_00000205_hist_librosa_part063.bin,1,205,63,normal,0
5231,normal_id_03_00000064_hist_librosa_part137.bin,3,64,137,normal,0
5232,normal_id_02_00000259_hist_librosa_part054.bin,2,259,54,normal,0
5233,anomaly_id_01_00000256_hist_librosa_part001.bin,1,256,1,anomaly,1
5234,anomaly_id_02_00000176_hist_librosa_part182.bin,2,176,182,anomaly,1
5235,normal_id_02_00000158_hist_librosa_part147.bin,2,158,147,normal,0
5236,normal_id_04_00000268_hist_librosa_part052.bin,4,268,52,normal,0
5237,anomaly_id_02_00000262_hist_librosa_part020.bin,2,262,20,anomaly,1
5238,anomaly_id_03_00000101_hist_librosa_part077.bin,3,101,77,anomaly,1
5239,normal_id_03_00000108_hist_librosa_part098.bin,3,108,98,normal,0
5240,normal_id_02_00000346_hist_librosa_part168.bin,2,346,168,normal,0
5241,anomaly_id_03_00000101_hist_librosa_part162.bin,3,101,162,anomaly,1
5242,anomaly_id_02_00000007_hist_librosa_part046.bin,2,7,46,anomaly,1
5243,anomaly_id_01_00000051_hist_librosa_part070.bin,1,51,70,anomaly,1
5244,normal_id_01_00000194_hist_librosa_part103.bin,1,194,103,normal,0
5245,normal_id_02_00000145_hist_librosa_part119.bin,2,145,119,normal,0
5246,normal_id_01_00000134_hist_librosa_part152.bin,1,134,152,normal,0
5247,normal_id_01_00000023_hist_librosa_part156.bin,1,23,156,normal,0
5248,normal_id_02_00000282_hist_librosa_part013.bin,2,282,13,normal,0
